open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1738368000000,102340.0,102479.1,102170.9,102171.0,233054,1738369799999,227.75844073,4165,98211,95.97944323,0
1738369800000,102171.0,102434.8,102116.7,102388.2,105895,1738371599999,103.46458561,2807,52093,50.89450596,0
1738371600000,102388.2,102615.3,102356.3,102615.2,172426,1738373399999,168.20611898,3544,86129,84.00853796,0
1738373400000,102615.3,102675.9,102444.4,102474.0,205059,1738375199999,199.88606400,3771,89774,87.50767405,0
1738375200000,102473.9,102699.9,102326.7,102621.9,149553,1738376999999,145.82149411,3042,63249,61.67173519,0
1738377000000,102621.9,102635.7,102314.2,102387.5,168309,1738378799999,164.21704093,2694,55106,53.76709708,0
1738378800000,102382.1,102435.7,102219.3,102280.8,169338,1738380599999,165.49893545,3065,65704,64.21589921,0
1738380600000,102280.8,102289.0,102111.8,102153.4,130567,1738382399999,127.76521363,2699,33392,32.67474403,0
1738382400000,102153.4,102239.9,102050.0,102155.1,135417,1738384199999,132.57928726,2493,46090,45.11793825,0
1738384200000,102155.1,102426.0,102154.1,102238.6,187900,1738385999999,183.60650171,2879,110576,108.03756901,0
1738386000000,102238.6,102446.1,102171.5,102444.9,353238,1738387799999,345.05793879,3950,155943,152.31081852,0
1738387800000,102444.9,102570.9,102398.0,102459.9,462757,1738389599999,451.52709010,4834,265883,259.43578048,0
1738389600000,102459.9,102533.3,102270.7,102305.7,74459,1738391399999,72.70891244,1492,28728,28.05118040,0
1738391400000,102305.7,102405.1,102133.0,102353.0,133777,1738393199999,130.83095974,2155,60932,59.59416351,0
1738393200000,102353.0,102451.1,102224.8,102246.2,84326,1738394999999,82.37279405,1781,48683,47.55522167,0
1738395000000,102255.2,102330.9,102106.1,102119.1,199457,1738396799999,195.22482608,2618,77653,75.99875908,0
1738396800000,102119.1,102224.8,101885.2,101949.7,317254,1738398599999,310.87577818,3574,78269,76.69055273,0
1738398600000,101949.0,101998.5,101759.4,101948.6,303831,1738400399999,298.13910270,4038,153541,150.62450687,0
1738400400000,101948.6,101948.8,101730.7,101796.0,144288,1738402199999,141.72002227,3301,69662,68.42029410,0
1738402200000,101796.2,101816.0,101299.6,101564.6,1299232,1738403999999,1279.85853372,12713,333876,328.83917373,0
1738404000000,101564.6,101821.6,101564.6,101769.0,205725,1738405799999,202.32214819,3148,102676,100.98035263,0
1738405800000,101769.0,101892.7,101531.9,101542.0,192897,1738407599999,189.63899247,2793,81524,80.11057218,0
1738407600000,101542.5,101922.0,101542.4,101870.8,125160,1738409399999,123.03318327,2174,59447,58.42973087,0
1738409400000,101870.9,101950.1,101783.4,101924.7,96976,1738411199999,95.18378675,1696,39789,39.05464349,0
1738411200000,101924.6,102094.7,101904.1,102070.1,225144,1738412999999,220.71313632,3180,132300,129.71167317,0
1738413000000,102070.1,102250.0,102055.0,102211.0,595091,1738414799999,582.28533161,4422,359110,351.38356787,0
1738414800000,102211.1,102211.1,102098.1,102194.0,301761,1738416599999,295.30317478,2872,105217,102.97504170,0
1738416600000,102194.1,102239.9,101757.9,101812.7,415509,1738418399999,407.26142764,4997,131545,128.95296054,0
1738418400000,101813.3,102070.5,101762.6,102058.1,218895,1738420199999,214.82731255,3553,108216,106.23018246,0
1738420200000,102058.0,102110.4,101768.9,101771.4,129279,1738421999999,126.88976935,2571,55610,54.56245986,0
1738422000000,101771.5,102000.0,101678.3,101942.2,159913,1738423799999,157.03067427,3368,76031,74.66513270,0
1738423800000,101942.1,102140.7,101901.0,102019.5,190431,1738425599999,186.61586431,3108,121365,118.92894615,0
1738425600000,102019.6,102164.7,101859.0,102034.7,99057,1738427399999,97.09288090,2459,48090,47.13681128,0
1738427400000,102034.7,102067.9,101802.5,101842.5,113393,1738429199999,111.21914556,1753,63472,62.23803865,0
1738429200000,101842.6,102228.0,101842.6,102155.1,173112,1738430999999,169.54776404,3096,121169,118.67334038,0
1738431000000,102155.2,102228.1,102042.0,102206.0,67483,1738432799999,66.05869135,1236,49661,48.61393505,0
1738432800000,102206.0,102226.0,102050.9,102108.4,47103,1738434599999,46.11719649,1354,13455,13.17303046,0
1738434600000,102108.3,102144.6,101923.3,101957.5,71575,1738436399999,70.16246844,1650,30559,29.96121978,0
1738436400000,101956.1,101975.8,101745.5,101769.7,129501,1738438199999,127.15501090,3133,76339,74.96039757,0
1738438200000,101769.7,101809.2,101408.5,101625.9,253109,1738439999999,249.14332160,4745,131764,129.70406298,0
1738440000000,101625.9,101625.9,101100.0,101157.1,474805,1738441799999,468.61611055,8023,232080,229.01798807,0
1738441800000,101157.0,101448.5,100905.0,101272.7,496866,1738443599999,491.49689369,8008,243113,240.44621059,0
1738443600000,101272.6,101519.3,101120.0,101419.2,164747,1738445399999,162.46299318,3689,85753,84.57403525,0
1738445400000,101419.2,101429.1,100914.5,101140.1,234790,1738447199999,231.97992586,4899,85788,84.77366357,0
1738447200000,101140.1,101365.5,100602.0,100667.5,298015,1738448999999,295.46959708,6666,106578,105.63461572,0
1738449000000,100667.5,100877.3,100400.0,100580.0,1053506,1738450799999,1047.57604182,11696,395272,393.00144609,0
1738450800000,100580.0,100605.1,100184.8,100426.9,675343,1738452599999,672.92781168,10510,314112,312.95837310,0
1738452600000,100426.9,100784.2,100374.6,100550.7,358620,1738454399999,356.39476125,5475,202070,200.81568376,0
1738454400000,100550.7,101094.6,100412.1,101065.9,235468,1738456199999,233.81844075,4872,118732,117.90783133,0
1738456200000,101066.0,101224.5,100985.1,101193.6,232831,1738457999999,230.21562699,3961,89968,88.95833625,0
1738458000000,101189.9,101393.4,101135.2,101324.0,183097,1738459799999,180.74770653,2866,102689,101.36896272,0
1738459800000,101324.0,101324.1,101102.2,101175.8,108500,1738461599999,107.17922929,1951,42991,42.46796694,0
1738461600000,101179.9,101207.9,100700.9,100850.0,276352,1738463399999,273.94837705,4969,119642,118.59479624,0
1738463400000,100848.0,100848.0,100333.0,100356.0,281379,1738465199999,279.78122260,6028,99469,98.90634546,0
1738465200000,100356.1,100664.9,99322.3,99500.1,2142824,1738466999999,2144.19072342,28021,541874,542.23005080,0
1738467000000,99500.0,99654.0,99060.4,99100.0,660697,1738468799999,664.58259127,13339,229334,230.62337836,0
1738468800000,99100.0,99559.0,98920.0,99436.6,980014,1738470599999,988.11890512,16610,375519,378.55829306,0
1738470600000,99432.1,99797.7,99360.8,99442.4,277261,1738472399999,278.32341844,5052,158541,159.11131918,0
1738472400000,99442.5,99880.7,99394.1,99730.1,233659,1738474199999,234.32062953,4700,126972,127.33866311,0
1738474200000,99730.1,100250.0,99712.9,100166.6,281350,1738475999999,281.28739024,5012,129598,129.60636540,0
1738476000000,100166.7,100429.0,100022.0,100410.1,553700,1738477799999,552.29371825,5957,427187,426.08669384,0
1738477800000,100410.1,100410.1,100172.8,100204.0,153611,1738479599999,153.17677106,3489,86383,86.14777218,0
1738479600000,100204.1,100204.1,99700.6,99785.9,308310,1738481399999,308.31414494,5157,106934,106.94372541,0
1738481400000,99790.0,99879.6,99502.0,99543.9,234730,1738483199999,235.53988305,5629,96282,96.62138744,0
1738483200000,99544.0,99739.1,99195.3,99624.9,989268,1738484999999,995.35327804,10961,311980,313.69578674,0
1738485000000,99636.2,100030.0,99566.6,99735.1,401663,1738486799999,402.18230661,6193,263317,263.65944016,0
