open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1748736000000,104600.3,104652.0,104340.3,104376.0,221222,1748737799999,211.83351098,3986,53790,51.48533395,0
1748737800000,104376.0,104482.0,104320.7,104449.3,110941,1748739599999,106.25563475,2209,60542,57.98673821,0
1748739600000,104449.7,104517.0,104310.0,104388.0,106918,1748741399999,102.42139889,2201,47503,45.50430807,0
1748741400000,104388.0,104408.0,103977.0,104124.7,355963,1748743199999,341.65103058,5076,115305,110.66376348,0
1748743200000,104124.6,104200.0,103918.8,104164.7,265284,1748744999999,254.99372155,4313,161043,154.78111440,0
1748745000000,104164.7,104341.6,104164.7,104206.0,151283,1748746799999,145.12832599,2134,104063,99.83176499,0
1748746800000,104206.1,104239.2,103992.0,104153.1,195011,1748748599999,187.39598965,2758,56541,54.31528829,0
1748748600000,104153.6,104468.0,104153.6,104390.0,71057,1748750399999,68.11807994,1874,55783,53.48099577,0
1748750400000,104390.1,104524.0,104367.8,104518.0,47965,1748752199999,45.92737638,1738,35596,34.08561190,0
1748752200000,104518.0,104745.7,104518.0,104654.0,281502,1748753999999,268.94183578,3337,130613,124.78489508,0
1748754000000,104654.0,104722.0,104571.3,104572.0,132232,1748755799999,126.36005194,2156,62212,59.44827337,0
1748755800000,104574.7,104642.9,104450.3,104548.3,60218,1748757599999,57.60394214,1278,32444,31.03875868,0
1748757600000,104548.4,104548.4,104189.7,104322.4,216379,1748759399999,207.39750847,3009,72507,69.47899838,0
1748759400000,104325.0,104385.4,104232.3,104264.9,38249,1748761199999,36.66432393,1382,19335,18.53313327,0
1748761200000,104264.8,104376.5,104198.2,104349.9,119757,1748762999999,114.83963672,1547,97682,93.67129838,0
1748763000000,104350.0,104358.8,104220.1,104282.5,55999,1748764799999,53.69255476,1440,16809,16.11968278,0
1748764800000,104282.5,104330.3,104220.3,104291.6,78634,1748766599999,75.41298271,1850,45904,44.02865762,0
1748766600000,104288.6,104396.6,104253.0,104396.6,56690,1748768399999,54.34579574,1538,29636,28.40554833,0
1748768400000,104396.6,104462.5,104000.0,104044.0,206246,1748770199999,198.01374237,4353,98429,94.49949689,0
1748770200000,104044.0,104044.0,103750.0,103921.2,579379,1748771999999,557.80749752,8502,173949,167.49711771,0
1748772000000,103921.3,104027.8,103841.6,103935.5,207042,1748773799999,199.19791218,4186,104617,100.65342490,0
1748773800000,103932.1,103955.9,103774.2,103928.4,89029,1748775599999,85.73221767,2507,53674,51.68448764,0
1748775600000,103928.3,104060.6,103846.5,104056.4,119962,1748777399999,115.40352335,2164,69769,67.13441802,0
1748777400000,104056.3,104140.0,104002.0,104081.5,113853,1748779199999,109.38862769,2046,58456,56.17067370,0
1748779200000,104081.4,104191.2,104000.1,104062.1,70454,1748780999999,67.69433700,2025,36728,35.29071502,0
1748781000000,104062.1,104062.1,103778.5,103966.4,114284,1748782799999,109.98935438,3285,52103,50.15208599,0
1748782800000,103966.3,104365.6,103954.0,104188.0,160107,1748784599999,153.61430002,3085,69056,66.27279254,0
1748784600000,104187.9,104439.2,104186.0,104259.4,133300,1748786399999,127.76938888,2965,67531,64.72990575,0
1748786400000,104259.5,104728.0,104259.5,104688.0,485698,1748788199999,464.47620696,7253,321126,307.07297014,0
1748788200000,104688.0,104796.9,104584.8,104622.4,241975,1748789999999,231.13459756,5286,151949,145.13351622,0
1748790000000,104622.4,104813.0,104524.6,104787.9,177842,1748791799999,169.95985290,4040,72513,69.29006492,0
1748791800000,104788.0,104832.2,104671.6,104732.0,272525,1748793599999,260.11319706,4508,196513,187.54205871,0
1748793600000,104731.9,105358.5,104669.1,105185.2,1256661,1748795399999,1195.08039734,20558,603346,573.82128756,0
1748795400000,105185.2,105281.8,105025.1,105065.7,278757,1748797199999,265.02177865,6495,136003,129.28560432,0
1748797200000,105065.7,105227.1,105008.8,105128.0,170822,1748798999999,162.53153162,4889,80188,76.29530132,0
1748799000000,105128.0,105222.0,105029.6,105087.4,261590,1748800799999,248.88796272,3286,57728,54.92724130,0
1748800800000,105087.5,105087.5,104700.2,104742.0,207425,1748802599999,197.71812080,4717,71712,68.34958028,0
1748802600000,104741.9,104961.5,104355.3,104910.7,512295,1748804399999,489.41820608,8799,347865,332.27992627,0
1748804400000,104910.7,105087.5,104835.6,105041.0,163789,1748806199999,156.02230085,4071,77416,73.75829403,0
1748806200000,105041.1,105180.0,105004.7,105142.3,89206,1748807999999,84.87913652,2691,52402,49.86085195,0
1748808000000,105142.3,105192.6,104944.4,105178.4,116048,1748809799999,110.44129836,2974,60709,57.77766549,0
1748809800000,105178.4,105331.1,104916.0,104965.9,170551,1748811599999,162.19843898,3555,65902,62.65339285,0
1748811600000,104966.0,105182.0,104941.5,105173.1,85694,1748813399999,81.56453873,2454,49829,47.43272211,0
1748813400000,105173.1,105529.0,105173.0,105510.0,228972,1748815199999,217.25486818,5632,114847,108.98107161,0
1748815200000,105508.1,105760.0,105473.5,105490.0,362402,1748816999999,343.06090262,8147,186262,176.32226570,0
1748817000000,105490.0,105572.0,105414.4,105510.0,148999,1748818799999,141.25761694,4516,42250,40.05062685,0
1748818800000,105509.9,105876.1,105464.5,105708.2,274246,1748820599999,259.30717890,5861,164600,155.62456457,0
1748820600000,105708.2,105809.4,105597.1,105651.9,164655,1748822399999,155.80168174,3901,43304,40.97834023,0
1748822400000,105652.0,105747.3,105413.6,105481.0,333302,1748824199999,315.66955600,7186,109397,103.62009569,0
1748824200000,105481.0,105591.3,105430.0,105430.0,107092,1748825999999,101.51002628,4149,32545,30.84274442,0
1748826000000,105430.1,105659.2,105430.1,105470.0,187920,1748827799999,178.03330755,3878,123268,116.77277738,0
1748827800000,105470.0,105470.0,105349.9,105386.3,90872,1748829599999,86.22033937,2611,26650,25.28727506,0
1748829600000,105386.3,105414.8,105107.9,105256.3,520251,1748831399999,494.45631110,6514,222794,211.76257386,0
1748831400000,105256.3,105341.2,105000.1,105010.4,261739,1748833199999,248.92196145,4181,101442,96.43991781,0
1748833200000,105010.4,105050.0,104560.0,104813.8,671471,1748834999999,640.53487999,7468,233039,222.42303095,0
1748835000000,104813.8,104996.0,104813.8,104826.8,153961,1748836799999,146.77414987,3116,55582,52.98333560,0
1748836800000,104826.7,105000.5,104727.1,104928.3,227525,1748838599999,216.90460228,3716,132421,126.26729884,0
1748838600000,104928.3,104983.7,104708.0,104778.4,56239,1748840399999,53.62585357,1944,23430,22.33812390,0
1748840400000,104780.1,104920.0,104691.9,104809.6,117289,1748842199999,111.92411753,2470,54328,51.84012636,0
1748842200000,104809.6,104839.3,104611.7,104839.2,205227,1748843999999,195.95258020,3139,96144,91.76642614,0
1748844000000,104839.3,104979.3,104739.7,104952.3,134578,1748845799999,128.34602292,3279,72020,68.67517109,0
1748845800000,104952.2,105276.1,104900.0,105172.1,401245,1748847599999,381.65919308,5527,293328,279.02804257,0
1748847600000,105172.0,105408.0,105172.0,105289.8,191246,1748849399999,181.58219040,4146,95163,90.36264010,0
