open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1751328000000,107112.8,107432.4,107060.2,107144.3,317413,1751329799999,295.95665188,4765,157236,146.56081181,0
1751329800000,107144.3,107365.9,107004.3,107346.9,175252,1751331599999,163.49007370,3512,110191,102.78050262,0
1751331600000,107346.9,107513.0,107282.0,107384.7,143870,1751333399999,133.95115530,3115,88068,81.99114317,0
1751333400000,107384.7,107506.8,107154.9,107196.5,111960,1751335199999,104.32732689,2445,48572,45.25380591,0
1751335200000,107196.5,107315.2,107166.1,107312.0,109801,1751336999999,102.37775357,1738,72186,67.30402199,0
1751337000000,107312.0,107392.1,107059.6,107068.1,137558,1751338799999,128.33194919,2450,38274,35.70799584,0
1751338800000,107068.0,107209.2,107044.2,107194.5,164688,1751340599999,153.76478791,2820,74715,69.76228858,0
1751340600000,107194.5,107204.7,107093.1,107185.3,69282,1751342399999,64.65105056,1433,25024,23.35345227,0
1751342400000,107185.4,107195.9,107057.5,107065.8,151208,1751344199999,141.13354872,1878,67550,63.05634172,0
1751344200000,107066.4,107095.6,106856.7,106871.8,194160,1751345999999,181.54846537,2642,68305,63.88753468,0
1751346000000,106871.9,106924.8,106720.3,106736.4,221135,1751347799999,207.02117159,3288,72710,68.06995471,0
1751347800000,106736.4,106940.5,106717.3,106920.0,196683,1751349599999,184.11233700,3052,115812,108.39052152,0
1751349600000,106920.0,106920.1,106740.1,106748.5,209805,1751351399999,196.43886177,3172,75805,70.97158360,0
1751351400000,106748.5,106888.5,106725.4,106877.9,339780,1751353199999,318.13910821,3186,195075,182.63939452,0
1751353200000,106877.9,106992.8,106588.0,106875.8,481376,1751354999999,450.91469668,7988,190342,178.25878772,0
1751355000000,106875.8,107170.1,106858.9,107153.8,434631,1751356799999,406.09435950,4725,306820,286.69482269,0
1751356800000,107155.7,107155.8,106881.9,106908.2,129040,1751358599999,120.62074123,1958,57959,54.19334228,0
1751358600000,106905.9,106931.7,106657.5,106692.6,259113,1751360399999,242.73811992,3812,133528,125.09874872,0
1751360400000,106692.5,106768.0,106571.0,106668.0,196454,1751362199999,184.15672052,3450,88509,82.97041741,0
1751362200000,106668.0,106668.1,106458.0,106518.5,450309,1751363999999,422.79576632,6811,138473,130.00996808,0
1751364000000,106518.5,106607.3,106444.0,106444.0,213977,1751365799999,200.89858832,4376,107024,100.47888048,0
1751365800000,106444.0,106466.6,106257.0,106455.4,661639,1751367599999,622.10487453,9905,244190,229.58897568,0
1751367600000,106455.4,106550.0,106273.4,106459.3,304327,1751369399999,285.95634399,5361,178641,167.84217409,0
1751369400000,106459.3,106600.0,106459.3,106585.6,200997,1751371199999,188.63144374,2442,137159,128.72166579,0
1751371200000,106585.5,106685.6,106342.3,106382.2,184958,1751372999999,173.66218974,3113,66175,62.12048949,0
1751373000000,106382.1,106473.9,106360.0,106394.6,194893,1751374799999,183.14854343,4270,87347,82.08267677,0
1751374800000,106394.7,106624.4,106303.7,106606.5,468649,1751376599999,440.17217170,5673,236067,221.68485490,0
1751376600000,106606.5,106866.3,106270.2,106804.7,591097,1751378399999,554.38728055,9467,312448,293.02053491,0
1751378400000,106804.7,107183.3,106457.9,106532.5,726901,1751380199999,680.18644928,10856,375117,351.06575308,0
1751380200000,106532.5,106697.1,105702.6,105910.6,1965873,1751381999999,1854.91814194,18992,653038,616.38021474,0
1751382000000,105910.5,106073.4,105620.9,105957.6,1092875,1751383799999,1032.61920290,11631,690261,652.03738744,0
1751383800000,105958.7,106205.6,105848.9,105941.4,332595,1751385599999,313.78220548,6369,149591,141.10147314,0
1751385600000,105941.5,106266.0,105814.7,106202.3,299324,1751387399999,282.19265715,5652,160597,151.37939256,0
1751387400000,106202.0,106202.0,105950.0,106077.7,159119,1751389199999,149.96308193,4007,76821,72.40250150,0
1751389200000,106072.9,106279.7,105900.0,106202.0,173193,1751390999999,163.24584120,3656,94027,88.61871404,0
1751391000000,106202.1,106276.6,106068.2,106242.0,78919,1751392799999,74.31823949,2374,45343,42.69952478,0
1751392800000,106240.0,106248.0,105783.0,105824.5,202355,1751394599999,190.93979603,3458,59214,55.88147342,0
1751394600000,105824.4,105900.0,105654.3,105724.0,214323,1751396399999,202.59524771,3830,84307,79.70078391,0
1751396400000,105716.0,105778.8,105401.1,105702.4,517145,1751398199999,489.89533603,8318,198027,187.58464876,0
1751398200000,105701.9,105730.2,105354.2,105361.8,314898,1751399999999,298.54600932,5216,122416,116.05129388,0
1751400000000,105361.8,105600.0,105225.3,105600.0,362970,1751401799999,344.51316635,5305,137134,130.13776449,0
1751401800000,105600.0,105958.6,105600.0,105881.7,178646,1751403599999,168.85235395,2613,122191,115.49015018,0
1751403600000,105880.2,106080.7,105718.4,105957.8,252600,1751405399999,238.52671834,3486,165140,155.92800016,0
1751405400000,105957.8,105957.8,105720.0,105759.7,109731,1751407199999,103.67291039,2489,54030,51.04687946,0
1751407200000,105760.4,105891.2,105684.8,105699.8,129084,1751408999999,122.06004684,2149,47403,44.81974334,0
1751409000000,105699.8,105809.2,105577.0,105595.3,116548,1751410799999,110.27421176,1846,38085,36.02462335,0
1751410800000,105595.3,105595.3,105309.7,105476.8,266310,1751412599999,252.66628863,3697,60598,57.48223923,0
1751412600000,105475.3,105675.0,105415.0,105651.3,91662,1751414399999,86.86222702,1582,31526,29.87568181,0
1751414400000,105651.3,105757.5,105553.9,105586.0,181072,1751416199999,171.38803363,3650,86962,82.31384848,0
1751416200000,105589.9,105657.7,105341.0,105361.9,162513,1751417999999,154.05833241,3109,49273,46.69179895,0
1751418000000,105361.9,105600.0,105062.0,105599.9,437151,1751419799999,415.07194940,6499,185156,175.73543649,0
1751419800000,105599.9,105776.3,105558.5,105689.1,146092,1751421599999,138.23289651,2731,94911,89.80617902,0
1751421600000,105689.2,105766.0,105501.1,105683.2,105370,1751423399999,99.77149082,2501,48568,45.99395278,0
