open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1761955200000,109507.3,109537.8,109303.0,109443.0,142735,1761956999999,130.48288160,3785,41900,38.30661127,0
1761957000000,109442.9,109659.8,109336.6,109645.9,92334,1761958799999,84.30108914,3214,41193,37.61141980,0
1761958800000,109646.0,109839.7,109605.9,109839.7,67426,1761960599999,61.45758254,3295,40923,37.29652963,0
1761960600000,109839.6,109953.0,109638.5,109638.5,94011,1761962399999,85.61636739,3020,47520,43.26462324,0
1761962400000,109638.5,109688.9,109436.2,109548.4,130874,1761964199999,119.43378010,3996,52792,48.18612975,0
1761964200000,109548.3,109767.2,109383.1,109690.6,68343,1761965999999,62.37321134,3537,44041,40.19193839,0
1761966000000,109690.7,110118.1,109690.7,109940.0,147203,1761967799999,133.88841577,4967,105232,95.72040000,0
1761967800000,109940.0,110196.2,109930.9,110121.5,135680,1761969599999,123.27888176,5073,76098,69.14783045,0
1761969600000,110121.5,110450.0,110005.6,110198.6,226033,1761971399999,205.05968141,7371,128739,116.76915053,0
1761971400000,110198.6,110289.0,110100.1,110192.3,95693,1761973199999,86.83092399,3536,39334,35.69661248,0
1761973200000,110192.3,110230.6,109948.2,110041.9,88789,1761974999999,80.69652170,2674,40670,36.96214887,0
1761975000000,110044.0,110274.6,110003.4,110035.8,57771,1761976799999,52.45926067,2359,38085,34.58531722,0
1761976800000,110035.8,110063.4,109900.0,109923.1,87440,1761978599999,79.52331991,2075,27734,25.22287982,0
1761978600000,109924.3,110069.7,109839.4,109896.3,120991,1761980399999,110.03789533,2730,82609,75.11804738,0
1761980400000,109896.3,110104.9,109884.7,110065.3,123717,1761982199999,112.50979581,3236,98548,89.62881455,0
1761982200000,110067.6,110147.4,109905.8,109959.2,62993,1761983999999,57.25155159,2805,26865,24.41252901,0
1761984000000,109959.3,110161.8,109959.3,110084.3,147104,1761985799999,133.67730125,3429,98497,89.52134249,0
1761985800000,110084.3,110166.4,110068.3,110142.1,80050,1761987599999,72.69889000,2449,21145,19.20527161,0
1761987600000,110142.1,110149.9,110027.2,110073.7,44929,1761989399999,40.81323893,2093,20744,18.84521179,0
1761989400000,110073.7,110073.7,109863.6,109884.8,96345,1761991199999,87.63605233,2633,47937,43.61493415,0
1761991200000,109884.8,109988.7,109739.2,109895.5,78603,1761992999999,71.55816399,2345,35379,32.21104299,0
