open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1740787200000,84264.0,84549.9,84176.0,84195.1,177004,1740788999999,209.81412554,3786,96421,114.27679704,0
1740789000000,84194.1,84216.1,83750.1,83783.8,269533,1740790799999,320.90383029,5369,95680,113.97130522,0
1740790800000,83781.7,84045.9,83768.2,83903.5,150633,1740792599999,179.53219097,3541,82497,98.32301425,0
1740792600000,83903.9,84792.0,83825.9,84592.5,372846,1740794399999,441.77148793,7433,233925,277.11839503,0
1740794400000,84592.4,85015.4,84281.5,85009.9,360613,1740796199999,425.76464055,8431,206099,243.34251799,0
1740796200000,85010.0,85615.6,84892.5,85173.2,854017,1740797999999,1001.16799526,15952,519460,608.87740464,0
1740798000000,85173.2,85308.1,84888.0,84942.0,295815,1740799799999,347.96378445,6802,152389,179.30020025,0
1740799800000,84943.6,85438.6,84921.6,85256.4,259558,1740801599999,304.62474892,6304,142255,166.97448265,0
1740801600000,85263.1,85911.0,85238.7,85890.4,285467,1740803399999,333.26100805,6552,165234,192.91802304,0
1740803400000,85887.1,86483.1,85822.1,86124.3,837644,1740805199999,972.25937379,14052,484662,562.55438278,0
1740805200000,86124.2,86200.0,85649.6,85770.0,436559,1740806999999,508.04293961,9112,253862,295.48069068,0
1740807000000,85769.9,85840.2,85511.1,85522.5,191490,1740808799999,223.55747779,4292,90406,105.55411154,0
1740808800000,85528.8,85599.2,85151.2,85198.0,483715,1740810599999,566.65470308,6749,179580,210.33310797,0
1740810600000,85198.0,85217.4,84761.5,84989.6,631747,1740812399999,743.85331381,9401,186601,219.68336898,0
1740812400000,84990.9,84990.9,84858.2,84920.1,265237,1740814199999,312.42349250,4736,131592,155.01418697,0
1740814200000,84920.1,84926.3,84656.7,84657.0,231276,1740815999999,272.80229565,4175,99022,116.80873278,0
1740816000000,84657.0,85226.4,84657.0,85138.1,353949,1740817799999,416.45449328,5264,267400,314.60509902,0
1740817800000,85138.1,85279.5,84960.1,85242.5,203916,1740819599999,239.37701503,3763,109500,128.53077404,0
1740819600000,85246.2,85452.2,85200.0,85400.5,383646,1740821399999,449.59798372,5094,285764,334.91980449,0
1740821400000,85400.0,85422.0,85054.5,85326.0,167286,1740823199999,196.21872522,3788,77643,91.07584319,0
1740823200000,85326.0,85378.2,84818.9,85230.8,269720,1740824999999,317.23435562,5377,127981,150.61579345,0
1740825000000,85230.9,85230.9,84719.0,84826.0,260625,1740826799999,306.93048872,4912,120178,141.51460011,0
1740826800000,84826.0,84895.6,84287.3,84373.7,685419,1740828599999,811.20263320,9629,171654,203.09484400,0
