open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1746057600000,94145.1,94320.5,94101.2,94257.5,101084,1746059399999,107.28383633,2688,68019,72.19101483,0
1746059400000,94257.5,94372.4,94170.4,94372.3,152340,1746061199999,161.56902395,2234,76897,81.53846283,0
1746061200000,94372.4,94657.9,94358.4,94594.3,253868,1746062999999,268.57053628,3882,126374,133.70656915,0
1746063000000,94594.2,94667.4,94449.1,94597.9,134520,1746064799999,142.23916390,2913,54114,57.23265566,0
1746064800000,94597.9,94892.6,94575.7,94875.0,956197,1746066599999,1009.05323184,8074,797945,842.07929720,0
1746066600000,94875.0,94900.0,94713.8,94796.1,396730,1746068399999,418.26482470,5263,217888,229.67547719,0
1746068400000,94796.1,94958.8,94623.5,94764.1,585615,1746070199999,617.47362712,7924,431233,454.61412175,0
1746070200000,94764.1,94874.0,94636.2,94722.4,288531,1746071999999,304.57949296,7727,97352,102.76800285,0
1746072000000,94722.4,94837.6,94687.6,94694.5,83755,1746073799999,88.38859374,2386,24506,25.86270309,0
1746073800000,94694.5,94877.2,94670.0,94814.1,182217,1746075599999,192.23003633,2466,82974,87.53938148,0
1746075600000,94814.5,94950.3,94794.6,94871.7,416958,1746077399999,439.33664673,2894,216793,228.45020537,0
1746077400000,94871.6,95142.3,94817.7,95104.2,938065,1746079199999,987.26658086,7058,647454,681.42681743,0
1746079200000,95104.2,95141.0,94965.7,94975.5,187705,1746080999999,197.51235859,3064,47711,50.20324915,0
1746081000000,94975.5,94991.0,94765.6,94858.1,178395,1746082799999,188.01878824,3052,41581,43.82797447,0
1746082800000,94857.3,94987.9,94760.9,94955.4,164522,1746084599999,173.32378894,2036,76390,80.47611958,0
1746084600000,94955.3,95059.7,94944.0,94984.7,539642,1746086399999,568.03653004,2709,461494,485.78957377,0
1746086400000,94984.7,95116.5,94864.7,95115.9,425954,1746088199999,448.27288067,4606,309925,326.19664327,0
1746088200000,95115.9,95182.1,95040.3,95168.6,214899,1746089999999,225.91226235,2734,111699,117.42908287,0
