time,open,high,low,close,volume
2025-01-01 00:00:00,93422.4,93751.9,93319.8,93617.2,313847
2025-01-01 00:30:00,93617.2,94328.9,93617.1,94246.8,434122
2025-01-01 01:00:00,94246.8,94252.0,93702.3,93702.3,245076
2025-01-01 01:30:00,93702.3,93841.0,93432.8,93455.0,203592
2025-01-01 02:00:00,93455.0,93661.4,93436.4,93599.3,175014
2025-01-01 02:30:00,93599.6,93949.1,93599.3,93928.0,128994
2025-01-01 03:00:00,93928.0,93928.1,93615.2,93674.1,157476
2025-01-01 03:30:00,93674.1,93725.1,93568.0,93680.9,127813
2025-01-01 04:00:00,93680.9,93680.9,93511.7,93567.5,170609
2025-01-01 04:30:00,93567.5,93567.6,93371.1,93393.7,88323
2025-01-01 05:00:00,93393.7,93750.0,93379.0,93707.5,118765
2025-01-01 05:30:00,93707.5,93750.0,93611.6,93611.6,225066
2025-01-01 06:00:00,93611.6,93611.6,93413.8,93475.0,169160
2025-01-01 06:30:00,93475.0,93588.7,93393.9,93588.6,107995
2025-01-01 07:00:00,93588.5,93611.4,93484.7,93611.4,58008
2025-01-01 07:30:00,93611.3,93640.3,93511.3,93517.7,80513
2025-01-01 08:00:00,93517.7,93588.4,93153.7,93269.7,253498
2025-01-01 08:30:00,93269.8,93396.6,93156.2,93279.1,159122
2025-01-01 09:00:00,93279.1,93335.1,92735.1,92969.8,675860
2025-01-01 09:30:00,92969.8,93270.2,92828.3,93259.4,444909
2025-01-01 10:00:00,93259.5,93393.8,93202.5,93256.0,255680
2025-01-01 10:30:00,93253.6,93360.8,93131.5,93189.0,120416
2025-01-01 11:00:00,93189.0,93357.0,93054.5,93357.0,196142
2025-01-01 11:30:00,93358.2,93573.6,93264.0,93316.0,237808
2025-01-01 12:00:00,93316.0,93834.0,93260.4,93756.5,253329
2025-01-01 12:30:00,93756.3,93767.6,93562.1,93687.0,148074
2025-01-01 13:00:00,93681.4,93762.9,93462.9,93600.0,227200
2025-01-01 13:30:00,93600.0,93942.2,93594.5,93908.3,201589
2025-01-01 14:00:00,93908.2,94320.7,93752.6,93783.9,561630
2025-01-01 14:30:00,93784.0,94090.8,93524.1,94052.9,431852
2025-01-01 15:00:00,94052.8,94141.4,93764.8,94028.6,243890
2025-01-01 15:30:00,94027.9,94372.3,93957.3,94290.1,222559
2025-01-01 16:00:00,94294.9,94360.0,93950.0,94007.6,277143
2025-01-01 16:30:00,94009.9,94047.8,93776.0,93952.0,284554
2025-01-01 17:00:00,93952.0,94004.7,93610.7,93833.6,300547
2025-01-01 17:30:00,93833.6,94046.5,93756.0,94005.8,115266
2025-01-01 18:00:00,94000.1,94089.1,93792.3,94061.5,156390
2025-01-01 18:30:00,94061.5,94218.0,94033.8,94179.0,152605
2025-01-01 19:00:00,94178.9,94251.1,94015.2,94109.7,141563
2025-01-01 19:30:00,94107.8,94693.1,93977.8,94487.3,513696
2025-01-01 20:00:00,94487.4,94700.0,94456.9,94572.7,146618
2025-01-01 20:30:00,94572.6,94725.1,94503.6,94644.0,203693
2025-01-01 21:00:00,94644.0,95031.6,94543.8,94815.0,311366
2025-01-01 21:30:00,94815.0,94863.9,94589.8,94833.5,238116
2025-01-01 22:00:00,94837.1,94855.6,94522.7,94597.5,197140
2025-01-01 22:30:00,94597.7,94813.9,94597.7,94654.6,86340
2025-01-01 23:00:00,94645.1,94807.3,94455.7,94496.0,205418
2025-01-01 23:30:00,94496.1,94606.6,94389.3,94446.4,215505
2025-01-02 00:00:00,94446.4,95064.0,94248.1,94795.7,571200
2025-01-02 00:30:00,94788.0,95240.0,94583.4,94985.2,670891
2025-01-02 01:00:00,94985.4,95400.1,94869.6,94948.0,482470
2025-01-02 01:30:00,94948.0,94948.0,94596.6,94744.0,262667
2025-01-02 02:00:00,94744.0,95011.8,94676.6,94903.0,163860
2025-01-02 02:30:00,94903.0,95109.1,94710.2,95109.1,215310
2025-01-02 03:00:00,95110.9,95168.7,94828.5,94945.0,198835
2025-01-02 03:30:00,94945.1,94967.4,94792.1,94876.7,105945
2025-01-02 04:00:00,94876.8,95149.5,94869.1,95049.6,177232
2025-01-02 04:30:00,95049.7,95892.4,95049.7,95580.6,759340
2025-01-02 05:00:00,95580.6,95682.8,95266.3,95632.1,338690
2025-01-02 05:30:00,95632.1,95652.4,95416.7,95476.4,171182
2025-01-02 06:00:00,95476.4,95573.4,95257.8,95340.3,194806
2025-01-02 06:30:00,95340.4,95500.9,95242.3,95474.1,225700
2025-01-02 07:00:00,95474.1,95748.0,95403.4,95677.5,185769
2025-01-02 07:30:00,95677.6,95787.4,95613.9,95740.4,182493
2025-01-02 08:00:00,95740.4,95953.4,95550.7,95626.3,328634
2025-01-02 08:30:00,95630.1,96144.3,95531.3,96040.5,753533
2025-01-02 09:00:00,96040.4,96351.8,95936.0,96304.5,695862
2025-01-02 09:30:00,96304.6,96734.5,96182.7,96661.8,689184
2025-01-02 10:00:00,96660.2,96755.8,96488.6,96615.5,486331
2025-01-02 10:30:00,96612.6,96682.0,96461.5,96643.2,311124
2025-01-02 11:00:00,96643.3,96815.8,96399.0,96476.1,579637
2025-01-02 11:30:00,96476.1,96729.2,96472.3,96665.4,273191
2025-01-02 12:00:00,96665.5,96842.0,96550.3,96699.9,521235
2025-01-02 12:30:00,96700.0,96811.1,96530.4,96793.7,329730
2025-01-02 13:00:00,96793.7,96899.0,96564.8,96711.0,574755
2025-01-02 13:30:00,96701.9,96729.6,96358.3,96379.9,605485
2025-01-02 14:00:00,96380.0,96409.6,95843.3,96409.6,1206335
2025-01-02 14:30:00,96409.5,97343.4,96172.4,97197.1,2502605
2025-01-02 15:00:00,97189.5,97257.0,96237.7,96598.3,1365427
2025-01-02 15:30:00,96592.1,96668.7,96076.0,96406.7,870745
2025-01-02 16:00:00,96399.9,97319.1,95980.3,97319.1,1099763
2025-01-02 16:30:00,97319.1,97597.2,97105.6,97175.4,1197555
2025-01-02 17:00:00,97175.4,97532.4,97005.0,97040.3,528575
2025-01-02 17:30:00,97044.4,97054.2,96245.2,96712.9,1274764
2025-01-02 18:00:00,96692.4,97049.9,96342.4,96828.0,823241
2025-01-02 18:30:00,96828.0,97275.0,96549.8,97243.4,558897
2025-01-02 19:00:00,97243.4,97689.0,97113.1,97529.2,494193
2025-01-02 19:30:00,97526.5,97527.2,97123.6,97251.9,442981
2025-01-02 20:00:00,97251.9,97785.0,97251.9,97536.1,467243
2025-01-02 20:30:00,97536.2,97674.6,97226.1,97231.7,455729
2025-01-02 21:00:00,97236.8,97287.1,96978.6,97045.7,196032
2025-01-02 21:30:00,97044.2,97207.0,96970.4,97139.7,168994
2025-01-02 22:00:00,97139.8,97139.8,96581.6,96821.0,347239
2025-01-02 22:30:00,96821.0,96969.7,96743.4,96814.9,142991
2025-01-02 23:00:00,96814.9,96934.9,96698.1,96896.0,212525
2025-01-02 23:30:00,96900.0,96990.0,96750.9,96893.4,177974
2025-01-03 00:00:00,96896.3,96989.9,96700.1,96948.0,306650
2025-01-03 00:30:00,96947.8,96987.3,96722.3,96756.7,201740
2025-01-03 01:00:00,96756.7,96825.7,96560.3,96818.9,209084
2025-01-03 01:30:00,96820.8,96931.9,96593.5,96905.0,119210
2025-01-03 02:00:00,96905.0,97256.9,96770.9,97182.3,258440
2025-01-03 02:30:00,97182.5,97192.9,96875.0,96884.0,142093
2025-01-03 03:00:00,96887.5,97013.3,96741.6,96860.0,103836
2025-01-03 03:30:00,96860.1,97020.0,96789.4,96992.8,80058
2025-01-03 04:00:00,96990.7,96997.1,96801.9,96845.6,93720
2025-01-03 04:30:00,96845.7,96888.0,96687.7,96736.0,139521
2025-01-03 05:00:00,96736.0,96782.7,96502.4,96602.1,212395
2025-01-03 05:30:00,96602.0,96745.5,96564.4,96681.0,120098
2025-01-03 06:00:00,96681.0,96831.0,96532.9,96598.7,206801
2025-01-03 06:30:00,96598.7,96666.5,96409.8,96458.3,229847
2025-01-03 07:00:00,96458.3,96571.2,96326.9,96365.5,365316
2025-01-03 07:30:00,96365.6,96388.8,96199.6,96230.5,364696
2025-01-03 08:00:00,96230.5,96465.6,96230.5,96274.4,237751
2025-01-03 08:30:00,96274.4,96274.4,96021.4,96054.1,347159
2025-01-03 09:00:00,96054.0,96490.9,96027.2,96420.7,360465
2025-01-03 09:30:00,96414.9,96646.0,96379.2,96484.8,210530
2025-01-03 10:00:00,96484.7,96505.1,96342.9,96468.9,179768
2025-01-03 10:30:00,96477.3,96588.8,96393.4,96427.6,91769
2025-01-03 11:00:00,96427.7,96778.0,96417.4,96700.0,222169
2025-01-03 11:30:00,96700.0,96770.6,96602.3,96697.8,156161
2025-01-03 12:00:00,96697.8,96854.6,96654.9,96840.0,178529
2025-01-03 12:30:00,96840.0,96867.3,96588.6,96588.6,213735
2025-01-03 13:00:00,96588.1,96760.4,96369.6,96454.6,536739
2025-01-03 13:30:00,96454.5,96636.8,96416.9,96429.4,274601
2025-01-03 14:00:00,96429.4,97075.0,96429.4,97007.9,520432
2025-01-03 14:30:00,97007.9,97300.0,96554.9,96943.0,1181547
2025-01-03 15:00:00,96949.3,97392.2,96701.7,97199.7,961061
2025-01-03 15:30:00,97199.7,97597.4,97066.5,97459.8,913023
2025-01-03 16:00:00,97459.7,98400.0,97337.3,98008.0,1556427
2025-01-03 16:30:00,98008.0,98320.0,97640.3,97799.2,835405
2025-01-03 17:00:00,97799.3,98191.7,97764.3,98094.5,359300
2025-01-03 17:30:00,98094.5,98230.9,97862.2,97945.4,499512
2025-01-03 18:00:00,97945.5,98429.0,97920.0,98419.8,392171
2025-01-03 18:30:00,98419.8,98641.7,98222.2,98461.8,555984
2025-01-03 19:00:00,98461.7,98938.4,98437.6,98660.2,929115
2025-01-03 19:30:00,98660.1,98802.4,98505.0,98552.8,318046
2025-01-03 20:00:00,98548.0,98699.9,98257.7,98567.7,376871
2025-01-03 20:30:00,98567.7,98577.8,98269.0,98269.3,359360
2025-01-03 21:00:00,98270.4,98327.7,98140.0,98232.0,275779
2025-01-03 21:30:00,98232.0,98371.4,98147.9,98215.3,131991
2025-01-03 22:00:00,98215.4,98476.2,98215.4,98413.6,148524
2025-01-03 22:30:00,98416.7,98438.5,98198.7,98247.6,104953
2025-01-03 23:00:00,98247.6,98335.6,98039.4,98039.4,188495
2025-01-03 23:30:00,98039.3,98136.2,98012.8,98132.5,116597
2025-01-04 00:00:00,98132.5,98235.9,97960.8,98046.9,290130
2025-01-04 00:30:00,98047.0,98047.0,97823.6,97912.0,207446
2025-01-04 01:00:00,97909.3,97965.9,97750.1,97915.9,212862
2025-01-04 01:30:00,97916.0,98055.6,97856.3,97993.0,132806
2025-01-04 02:00:00,97993.1,97995.7,97797.1,97860.0,125132
2025-01-04 02:30:00,97860.6,98268.5,97828.2,98268.5,209776
2025-01-04 03:00:00,98269.2,98269.3,98000.0,98040.5,139014
2025-01-04 03:30:00,98040.6,98234.3,98029.2,98150.9,151192
2025-01-04 04:00:00,98150.9,98150.9,97869.8,97912.8,144172
2025-01-04 04:30:00,97912.7,97985.3,97828.4,97970.5,93615
2025-01-04 05:00:00,97970.6,98137.3,97952.0,98100.0,87411
2025-01-04 05:30:00,98100.0,98162.5,98030.8,98088.2,112192
2025-01-04 06:00:00,98088.3,98112.2,98011.3,98044.1,70192
2025-01-04 06:30:00,98044.1,98175.0,98009.7,98097.8,51472
2025-01-04 07:00:00,98097.8,98311.0,98054.8,98158.5,283599
2025-01-04 07:30:00,98158.5,98289.9,98148.0,98247.8,73232
2025-01-04 08:00:00,98247.7,98272.7,98077.1,98150.6,140091
2025-01-04 08:30:00,98150.6,98249.9,97843.2,97880.1,237571
2025-01-04 09:00:00,97880.1,97960.6,97675.9,97852.5,407582
2025-01-04 09:30:00,97852.6,97879.0,97504.5,97662.0,293502
2025-01-04 10:00:00,97661.9,97735.0,97560.1,97702.2,155300
2025-01-04 10:30:00,97702.1,97834.2,97700.0,97759.8,107487
2025-01-04 11:00:00,97759.9,97759.9,97676.6,97734.7,139660
2025-01-04 11:30:00,97734.7,97897.1,97715.2,97866.9,127379
2025-01-04 12:00:00,97866.9,97980.4,97760.3,97886.2,164945
2025-01-04 12:30:00,97886.2,97956.0,97776.0,97862.0,124756
2025-01-04 13:00:00,97862.0,97944.0,97741.7,97825.1,176794
2025-01-04 13:30:00,97824.1,98042.0,97727.1,97948.8,189806
2025-01-04 14:00:00,97948.8,97998.1,97801.0,97972.0,146309
2025-01-04 14:30:00,97972.1,98067.6,97914.3,98011.5,165997
2025-01-04 15:00:00,98011.6,98138.0,97619.3,97816.8,252239
2025-01-04 15:30:00,97816.8,97816.9,97506.8,97646.0,496394
2025-01-04 16:00:00,97646.0,97852.6,97600.0,97696.1,220403
2025-01-04 16:30:00,97696.1,97716.0,97561.8,97692.3,176182
2025-01-04 17:00:00,97692.3,97816.5,97672.0,97761.5,113538
2025-01-04 17:30:00,97761.5,98030.0,97740.5,97995.9,110086
2025-01-04 18:00:00,97995.9,98171.9,97941.6,98040.1,282128
2025-01-04 18:30:00,98046.5,98091.9,97892.3,97947.7,105240
2025-01-04 19:00:00,97947.7,98350.0,97919.1,98148.2,138605
2025-01-04 19:30:00,98148.2,98254.8,98078.3,98122.2,233006
2025-01-04 20:00:00,98122.1,98467.7,98122.1,98421.4,267247
2025-01-04 20:30:00,98421.4,98650.0,98360.2,98568.0,180179
2025-01-04 21:00:00,98568.0,98750.0,98459.6,98469.0,536778
2025-01-04 21:30:00,98469.1,98469.1,98291.7,98324.0,146881
2025-01-04 22:00:00,98324.0,98372.5,98229.8,98232.6,99733
2025-01-04 22:30:00,98232.6,98464.5,98232.4,98372.0,53451
2025-01-04 23:00:00,98372.0,98388.0,98106.5,98195.3,165591
2025-01-04 23:30:00,98195.2,98281.7,98155.8,98184.4,159973
2025-01-05 00:00:00,98184.4,98352.4,98111.3,98238.1,92848
2025-01-05 00:30:00,98240.0,98314.7,98160.2,98182.6,63976
2025-01-05 01:00:00,98182.6,98289.9,98116.0,98172.1,76854
2025-01-05 01:30:00,98172.1,98172.1,98004.9,98090.2,111782
2025-01-05 02:00:00,98090.3,98175.9,98090.2,98140.1,66255
2025-01-05 02:30:00,98140.1,98191.7,98064.1,98191.6,53300
2025-01-05 03:00:00,98191.7,98195.4,98069.6,98115.7,38855
2025-01-05 03:30:00,98115.7,98153.0,98014.4,98153.0,40435
2025-01-05 04:00:00,98153.0,98488.0,98153.0,98458.1,209605
2025-01-05 04:30:00,98456.5,98456.5,98312.6,98320.2,112735
2025-01-05 05:00:00,98320.2,98393.8,98178.9,98393.8,192468
2025-01-05 05:30:00,98393.8,98455.6,98250.0,98298.6,60889
2025-01-05 06:00:00,98298.5,98356.5,98235.5,98327.4,83943
2025-01-05 06:30:00,98327.3,98460.8,98282.6,98414.7,80331
2025-01-05 07:00:00,98414.6,98419.9,98278.8,98289.2,70863
2025-01-05 07:30:00,98289.3,98319.9,98216.0,98216.0,33533
2025-01-05 08:00:00,98216.0,98216.1,97723.0,97826.7,581577
2025-01-05 08:30:00,97826.7,97894.5,97750.0,97804.4,209304
2025-01-05 09:00:00,97804.4,97881.0,97723.0,97750.1,192384
2025-01-05 09:30:00,97750.0,97848.0,97539.0,97575.9,416920
2025-01-05 10:00:00,97575.8,97709.3,97521.0,97524.9,351945
2025-01-05 10:30:00,97524.8,97687.8,97524.8,97676.1,86130
2025-01-05 11:00:00,97676.0,97764.9,97612.4,97661.4,165130
2025-01-05 11:30:00,97661.4,97670.9,97548.5,97582.8,142958
2025-01-05 12:00:00,97582.7,97874.6,97499.0,97656.9,275887
2025-01-05 12:30:00,97657.0,97919.8,97612.0,97709.1,159462
2025-01-05 13:00:00,97709.0,97916.6,97690.8,97916.6,127376
2025-01-05 13:30:00,97916.5,97984.0,97629.6,97654.0,226471
2025-01-05 14:00:00,97654.0,97741.8,97162.1,97411.5,1074291
2025-01-05 14:30:00,97409.1,97918.6,97300.0,97807.9,526560
2025-01-05 15:00:00,97807.9,97976.6,97650.0,97846.1,371121
2025-01-05 15:30:00,97849.5,98221.9,97849.5,97967.9,291037
2025-01-05 16:00:00,97967.9,98294.1,97920.0,98036.4,287862
2025-01-05 16:30:00,98032.1,98059.9,97879.0,97984.0,142741
2025-01-05 17:00:00,97984.0,98025.9,97826.0,97914.6,94496
2025-01-05 17:30:00,97914.5,97979.5,97600.0,97666.8,355560
2025-01-05 18:00:00,97666.7,97717.6,97505.3,97642.4,204655
2025-01-05 18:30:00,97642.5,97873.3,97636.0,97857.0,87519
2025-01-05 19:00:00,97857.0,98055.6,97790.2,97989.9,149157
2025-01-05 19:30:00,97989.9,98021.2,97913.1,98021.2,86737
2025-01-05 20:00:00,98021.2,98624.6,97959.0,98442.2,757346
2025-01-05 20:30:00,98442.2,98456.0,98101.6,98223.2,226970
2025-01-05 21:00:00,98222.3,98378.0,98156.6,98246.6,294522
2025-01-05 21:30:00,98246.6,98479.5,98230.1,98454.1,86472
2025-01-05 22:00:00,98454.1,98511.2,98295.8,98511.1,127981
2025-01-05 22:30:00,98511.1,98750.0,98475.0,98660.0,573298
2025-01-05 23:00:00,98657.9,98850.1,98303.6,98418.8,594841
2025-01-05 23:30:00,98418.8,98464.0,98251.2,98321.0,132861
2025-01-06 00:00:00,98320.9,98733.6,98252.1,98435.1,315458
2025-01-06 00:30:00,98438.9,98524.7,98150.4,98184.9,229793
2025-01-06 01:00:00,98185.0,98307.9,97880.0,98072.9,320148
2025-01-06 01:30:00,98073.0,98777.7,98059.4,98709.0,550677
2025-01-06 02:00:00,98709.1,99252.7,98600.1,98706.5,1251751
2025-01-06 02:30:00,98710.0,99085.8,98630.2,98766.9,666183
2025-01-06 03:00:00,98766.8,99048.8,98711.4,99048.8,213688
2025-01-06 03:30:00,99049.9,99184.0,98944.5,98977.2,224499
2025-01-06 04:00:00,98977.2,99383.5,98977.2,99200.1,356581
2025-01-06 04:30:00,99200.1,99444.0,99125.1,99420.0,220250
2025-01-06 05:00:00,99419.9,99630.7,99356.0,99627.1,489379
2025-01-06 05:30:00,99627.1,99860.0,99484.0,99575.2,726137
2025-01-06 06:00:00,99575.3,99688.1,99358.0,99455.0,509153
2025-01-06 06:30:00,99455.0,99728.4,99414.2,99474.0,247329
2025-01-06 07:00:00,99473.9,99496.2,99126.2,99288.1,476869
2025-01-06 07:30:00,99288.1,99399.9,99208.2,99275.1,154177
2025-01-06 08:00:00,99275.2,99599.9,99273.8,99353.2,311158
2025-01-06 08:30:00,99353.2,99387.6,98937.5,99000.0,458110
2025-01-06 09:00:00,99000.0,99217.2,98972.8,99078.6,182357
2025-01-06 09:30:00,99076.2,99112.6,98907.1,98964.0,209369
2025-01-06 10:00:00,98964.0,99032.0,98732.6,98957.1,463414
2025-01-06 10:30:00,98957.0,98957.0,98666.0,98731.2,240305
2025-01-06 11:00:00,98731.3,99266.0,98664.6,99204.0,523178
2025-01-06 11:30:00,99204.1,99369.2,99128.8,99225.1,222511
2025-01-06 12:00:00,99225.1,99688.3,99225.0,99537.0,343731
2025-01-06 12:30:00,99536.9,99543.9,99092.6,99126.1,314126
2025-01-06 13:00:00,99126.2,99328.7,98851.4,99268.1,536748
2025-01-06 13:30:00,99268.1,99534.0,99082.1,99443.9,466425
2025-01-06 14:00:00,99443.9,99545.0,98630.9,98986.6,987650
2025-01-06 14:30:00,98986.6,101260.3,98801.6,100705.7,3658372
2025-01-06 15:00:00,100705.7,101682.2,100441.8,101660.0,2087451
2025-01-06 15:30:00,101660.1,102450.7,101604.2,102128.0,1976351
2025-01-06 16:00:00,102131.9,102475.3,101974.5,102439.8,1598679
2025-01-06 16:30:00,102439.8,102471.0,101701.0,102152.3,1690271
2025-01-06 17:00:00,102152.2,102152.2,101719.3,101824.1,675047
2025-01-06 17:30:00,101822.4,101976.0,101229.4,101831.5,968438
2025-01-06 18:00:00,101824.0,102026.8,101548.1,101918.1,432644
2025-01-06 18:30:00,101918.4,102033.9,101646.5,101723.5,441982
2025-01-06 19:00:00,101721.2,102026.4,101610.5,101883.6,326720
2025-01-06 19:30:00,101883.6,102003.9,101723.6,101802.3,265954
2025-01-06 20:00:00,101802.2,102321.2,101790.9,102096.9,336378
2025-01-06 20:30:00,102097.0,102283.0,101800.0,102109.4,654559
2025-01-06 21:00:00,102107.8,102323.1,101939.8,102060.0,548258
2025-01-06 21:30:00,102060.0,102070.0,101586.5,101598.0,290873
2025-01-06 22:00:00,101598.1,101945.5,101585.8,101915.7,189558
2025-01-06 22:30:00,101915.7,102062.5,101906.2,102000.0,82592
2025-01-06 23:00:00,102000.0,102173.7,101875.7,102084.7,354174
2025-01-06 23:30:00,102084.7,102277.0,101964.3,102237.8,253352
2025-01-07 00:00:00,102237.7,102409.5,101945.5,102375.0,376226
2025-01-07 00:30:00,102375.1,102723.0,101952.6,102020.6,696488
2025-01-07 01:00:00,102020.7,102050.0,101670.8,101670.9,349302
2025-01-07 01:30:00,101670.8,102015.1,101670.8,101891.7,213835
2025-01-07 02:00:00,101891.8,101997.9,101822.0,101828.9,144634
2025-01-07 02:30:00,101828.9,101856.1,101631.8,101657.7,193665
2025-01-07 03:00:00,101657.8,101805.3,101601.8,101635.9,212995
2025-01-07 03:30:00,101635.9,101796.8,101485.0,101682.6,190470
2025-01-07 04:00:00,101679.4,101840.1,101679.4,101840.1,83108
2025-01-07 04:30:00,101840.0,101890.0,101637.5,101637.5,110143
2025-01-07 05:00:00,101637.5,101768.0,101550.0,101682.2,210596
2025-01-07 05:30:00,101682.2,101714.3,101584.0,101704.0,135942
2025-01-07 06:00:00,101704.0,101868.9,101599.5,101800.2,137329
2025-01-07 06:30:00,101800.3,101841.5,101745.0,101792.0,82440
2025-01-07 07:00:00,101792.0,101998.2,101740.1,101741.9,157197
2025-01-07 07:30:00,101741.9,101780.0,101607.3,101639.8,219478
2025-01-07 08:00:00,101639.8,101788.0,101588.0,101756.9,160862
2025-01-07 08:30:00,101756.8,101961.9,101745.1,101858.1,244210
2025-01-07 09:00:00,101858.2,101874.7,101681.1,101716.2,159806
2025-01-07 09:30:00,101716.1,101720.1,101581.6,101669.6,199724
2025-01-07 10:00:00,101669.6,101669.6,101313.4,101492.0,319350
2025-01-07 10:30:00,101492.0,101538.5,101338.3,101360.5,173695
2025-01-07 11:00:00,101360.3,101418.6,101249.9,101305.0,245884
2025-01-07 11:30:00,101305.1,101312.1,100417.1,100795.1,1315573
2025-01-07 12:00:00,100788.3,100910.0,100552.6,100587.1,395772
2025-01-07 12:30:00,100592.0,100891.5,100592.0,100718.0,361716
2025-01-07 13:00:00,100718.0,100911.6,100604.4,100899.9,434475
2025-01-07 13:30:00,100900.0,100924.6,100565.5,100609.0,243223
2025-01-07 14:00:00,100604.1,100829.0,100473.3,100725.0,434298
2025-01-07 14:30:00,100725.0,100828.6,99700.0,99939.2,2774184
2025-01-07 15:00:00,99933.5,100089.9,98028.0,98389.2,6214422
2025-01-07 15:30:00,98389.2,98485.2,97051.0,97855.1,4578191
2025-01-07 16:00:00,97855.1,98039.1,97491.8,97921.8,1515506
2025-01-07 16:30:00,97922.0,98268.1,97640.7,97661.3,901686
2025-01-07 17:00:00,97661.4,97730.5,97172.6,97250.3,1152011
2025-01-07 17:30:00,97250.3,97482.5,96460.3,97197.2,2299084
2025-01-07 18:00:00,97197.2,97452.4,96941.2,96986.2,584079
2025-01-07 18:30:00,96990.5,97067.9,96539.3,96676.3,835956
2025-01-07 19:00:00,96676.3,97100.0,96622.2,96779.9,619338
2025-01-07 19:30:00,96772.0,96786.7,96227.0,96347.5,1037808
2025-01-07 20:00:00,96347.5,96595.9,96069.0,96170.4,812319
2025-01-07 20:30:00,96167.4,96743.8,96072.0,96410.9,867344
2025-01-07 21:00:00,96410.8,96893.4,96388.1,96798.0,677747
2025-01-07 21:30:00,96798.4,96970.0,96291.4,96400.1,628005
2025-01-07 22:00:00,96397.3,96900.0,96308.5,96832.6,438378
2025-01-07 22:30:00,96832.5,97128.9,96776.0,97087.1,272766
2025-01-07 23:00:00,97087.0,97097.8,96733.2,97001.6,466250
2025-01-07 23:30:00,97001.6,97100.0,96800.0,96893.1,211201
2025-01-08 00:00:00,96893.1,97070.3,96630.2,96858.1,523470
2025-01-08 00:30:00,96858.1,97217.0,96701.0,97200.6,250753
2025-01-08 01:00:00,97200.6,97200.7,96850.0,96920.8,308145
2025-01-08 01:30:00,96920.8,97034.4,96518.5,96843.5,305374
2025-01-08 02:00:00,96839.6,97119.0,96710.4,96916.0,378125
2025-01-08 02:30:00,96916.3,97105.9,96807.5,96807.5,393602
2025-01-08 03:00:00,96806.0,96806.0,96370.3,96549.2,486426
2025-01-08 03:30:00,96549.2,96730.0,96122.9,96465.5,876935
2025-01-08 04:00:00,96465.6,96550.0,96095.9,96421.8,915217
2025-01-08 04:30:00,96414.1,96425.9,95980.0,96187.8,650903
2025-01-08 05:00:00,96188.0,96554.8,96008.4,96549.4,302552
2025-01-08 05:30:00,96549.4,96576.0,96301.2,96416.0,215302
2025-01-08 06:00:00,96416.1,96576.5,96130.3,96139.4,262073
2025-01-08 06:30:00,96139.3,96139.3,95126.2,95181.3,1977357
2025-01-08 07:00:00,95184.8,95599.7,95147.4,95398.5,543609
2025-01-08 07:30:00,95396.3,95724.3,95278.5,95576.0,535257
2025-01-08 08:00:00,95575.9,95881.4,95434.3,95745.1,629073
2025-01-08 08:30:00,95745.0,96037.5,95710.3,95861.2,359930
2025-01-08 09:00:00,95861.1,96013.6,95818.0,95827.8,338412
2025-01-08 09:30:00,95827.9,95836.5,95295.2,95332.2,358359
2025-01-08 10:00:00,95332.2,95795.4,95332.1,95778.0,317359
2025-01-08 10:30:00,95778.0,95937.8,95586.7,95872.1,260967
2025-01-08 11:00:00,95872.1,95963.4,95404.1,95460.0,247928
2025-01-08 11:30:00,95459.9,95493.9,94382.0,95030.2,3099510
2025-01-08 12:00:00,95030.2,95272.4,94823.7,95011.9,546573
2025-01-08 12:30:00,95011.9,95246.6,94750.0,94772.0,519842
2025-01-08 13:00:00,94772.1,95583.4,94772.1,95473.9,799820
2025-01-08 13:30:00,95473.9,95569.6,95065.6,95304.1,454938
2025-01-08 14:00:00,95304.0,95584.2,95112.0,95359.6,450010
2025-01-08 14:30:00,95359.7,95783.4,94812.8,95212.9,2136277
2025-01-08 15:00:00,95212.8,96024.8,94628.2,94720.1,1843337
2025-01-08 15:30:00,94720.0,95441.4,94544.7,95429.5,853629
2025-01-08 16:00:00,95429.3,95429.3,94771.4,94802.0,644154
2025-01-08 16:30:00,94802.0,95062.5,94470.0,94704.4,654054
2025-01-08 17:00:00,94704.4,94763.9,92745.0,92878.6,2690609
2025-01-08 17:30:00,92884.0,94014.2,92386.4,93924.4,1941437
2025-01-08 18:00:00,93924.3,95038.6,93867.6,94855.4,1278228
2025-01-08 18:30:00,94845.6,94852.9,93670.8,94157.6,827028
2025-01-08 19:00:00,94157.7,94797.9,93967.3,94676.3,787584
2025-01-08 19:30:00,94676.3,94676.3,93989.2,94180.0,436025
2025-01-08 20:00:00,94180.0,94344.0,93696.4,93957.3,440358
2025-01-08 20:30:00,93958.7,94215.8,93802.5,93909.5,401585
2025-01-08 21:00:00,93916.9,94240.0,93521.0,94102.0,386750
2025-01-08 21:30:00,94101.9,94508.2,94026.1,94393.4,329647
2025-01-08 22:00:00,94393.5,94871.6,94383.8,94712.0,292590
2025-01-08 22:30:00,94711.9,95284.0,94641.6,95260.8,1081365
2025-01-08 23:00:00,95260.7,95260.8,94903.9,94992.3,395224
